survived,pclass,sex_numeric,embarked_numeric,cabin_numeric,sibsp,parch,fare,age,target
1.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,36.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,25.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,42.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,42.0,S
1.0,2.0,0.0,1.0,0.0,0.0,2.0,29.0,0.8333,S
1.0,2.0,0.0,1.0,0.0,1.0,1.0,29.0,26.0,S
1.0,2.0,1.0,1.0,0.0,1.0,1.0,29.0,22.0,S
1.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,35.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,29.8811345124283,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,19.0,NS
0.0,2.0,1.0,1.0,0.0,1.0,0.0,26.0,44.0,NS
0.0,2.0,0.0,1.0,0.0,1.0,0.0,26.0,54.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.5,52.0,NS
0.0,2.0,0.0,1.0,0.0,1.0,0.0,26.0,37.0,NS
0.0,2.0,1.0,1.0,0.0,1.0,0.0,26.0,29.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,1.0,30.0,25.0,S
1.0,2.0,1.0,1.0,0.0,0.0,2.0,30.0,45.0,S
0.0,2.0,0.0,1.0,0.0,1.0,0.0,26.0,29.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,0.0,26.0,28.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,29.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,28.0,NS
1.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,24.0,S
1.0,2.0,1.0,1.0,0.0,0.0,2.0,26.25,8.0,S
0.0,2.0,0.0,1.0,0.0,1.0,1.0,26.25,31.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,1.0,26.25,31.0,S
1.0,2.0,1.0,1.0,6.0,0.0,0.0,10.5,22.0,S
0.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,30.0,NS
0.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,29.8811345124283,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,11.5,21.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,29.8811345124283,NS
1.0,2.0,0.0,1.0,0.0,1.0,1.0,36.75,8.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,73.5,18.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,2.0,36.75,48.0,S
1.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,28.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,32.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,73.5,17.0,NS
0.0,2.0,0.0,2.0,0.0,1.0,0.0,27.7208,29.0,NS
1.0,2.0,1.0,2.0,0.0,1.0,0.0,27.7208,24.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,31.5,25.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,73.5,18.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,1.0,23.0,18.0,S
1.0,2.0,1.0,1.0,0.0,0.0,1.0,23.0,34.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,26.0,54.0,NS
1.0,2.0,0.0,1.0,0.0,0.0,2.0,32.5,8.0,S
0.0,2.0,0.0,1.0,0.0,1.0,1.0,32.5,42.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,1.0,32.5,34.0,S
1.0,2.0,1.0,2.0,0.0,1.0,0.0,13.8583,27.0,S
1.0,2.0,1.0,2.0,0.0,1.0,0.0,13.8583,30.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,23.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,21.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,18.0,NS
0.0,2.0,0.0,1.0,0.0,1.0,0.0,26.0,40.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,0.0,26.0,29.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,18.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,36.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,29.8811345124283,NS
0.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,38.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,26.0,35.0,NS
0.0,2.0,0.0,1.0,0.0,1.0,0.0,21.0,38.0,NS
0.0,2.0,0.0,1.0,0.0,1.0,0.0,21.0,34.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,34.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,26.0,16.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,26.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,47.0,NS
0.0,2.0,0.0,1.0,0.0,1.0,0.0,11.5,21.0,NS
0.0,2.0,0.0,1.0,0.0,1.0,0.0,11.5,21.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.5,24.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,24.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,34.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,30.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,52.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,30.0,NS
1.0,2.0,0.0,1.0,0.0,1.0,1.0,14.5,0.6667,S
1.0,2.0,1.0,1.0,0.0,0.0,2.0,14.5,24.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,44.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,1.0,33.0,6.0,S
0.0,2.0,0.0,1.0,0.0,0.0,1.0,33.0,28.0,NS
1.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,62.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,30.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,2.0,26.25,7.0,S
0.0,2.0,0.0,1.0,0.0,1.0,1.0,26.25,43.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,1.0,26.25,45.0,S
1.0,2.0,1.0,1.0,0.0,1.0,2.0,65.0,24.0,S
1.0,2.0,1.0,1.0,0.0,1.0,2.0,65.0,24.0,S
0.0,2.0,0.0,1.0,0.0,1.0,2.0,65.0,49.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,2.0,65.0,48.0,S
1.0,2.0,1.0,1.0,0.0,0.0,0.0,16.0,55.0,S
0.0,2.0,0.0,1.0,0.0,2.0,0.0,73.5,24.0,NS
0.0,2.0,0.0,1.0,0.0,2.0,0.0,73.5,32.0,NS
0.0,2.0,0.0,1.0,0.0,2.0,0.0,73.5,21.0,NS
0.0,2.0,1.0,1.0,0.0,1.0,1.0,13.0,18.0,NS
1.0,2.0,1.0,1.0,0.0,2.0,1.0,23.0,20.0,S
0.0,2.0,0.0,1.0,0.0,2.0,1.0,11.5,23.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,36.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,3.0,23.0,54.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,50.0,NS
0.0,2.0,0.0,1.0,0.0,1.0,0.0,26.0,44.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,0.0,26.0,29.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,73.5,21.0,NS
1.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,42.0,S
0.0,2.0,0.0,1.0,0.0,1.0,0.0,26.0,63.0,NS
0.0,2.0,1.0,1.0,0.0,1.0,0.0,26.0,60.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,12.275,33.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,0.0,10.5,17.0,S
0.0,2.0,0.0,1.0,0.0,1.0,0.0,27.0,42.0,NS
1.0,2.0,1.0,1.0,0.0,2.0,1.0,27.0,24.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0,47.0,NS
0.0,2.0,0.0,1.0,0.0,2.0,0.0,31.5,24.0,NS
0.0,2.0,0.0,1.0,0.0,2.0,0.0,31.5,22.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,32.0,NS
1.0,2.0,1.0,2.0,4.0,0.0,0.0,13.7917,23.0,S
0.0,2.0,0.0,1.0,0.0,1.0,0.0,26.0,34.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,0.0,26.0,24.0,S
0.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,22.0,NS
1.0,2.0,1.0,3.0,5.0,0.0,0.0,12.35,29.8811345124283,S
0.0,2.0,0.0,3.0,0.0,0.0,0.0,12.35,35.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,0.0,13.5,45.0,S
0.0,2.0,0.0,3.0,0.0,0.0,0.0,12.35,57.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,29.8811345124283,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,31.0,NS
0.0,2.0,1.0,1.0,0.0,1.0,1.0,26.0,26.0,NS
0.0,2.0,0.0,1.0,0.0,1.0,1.0,26.0,30.0,NS
0.0,2.0,0.0,3.0,0.0,0.0,0.0,10.7083,29.8811345124283,NS
1.0,2.0,1.0,2.0,0.0,1.0,2.0,41.5792,1.0,S
1.0,2.0,1.0,2.0,0.0,1.0,2.0,41.5792,3.0,S
0.0,2.0,0.0,2.0,0.0,1.0,2.0,41.5792,25.0,NS
1.0,2.0,1.0,2.0,0.0,1.0,2.0,41.5792,22.0,S
1.0,2.0,1.0,2.0,0.0,0.0,0.0,12.0,17.0,S
1.0,2.0,1.0,1.0,0.0,0.0,0.0,33.0,29.8811345124283,S
1.0,2.0,1.0,1.0,6.0,0.0,0.0,10.5,34.0,S
0.0,2.0,0.0,2.0,4.0,0.0,0.0,12.875,36.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,24.0,NS
0.0,2.0,0.0,3.0,0.0,0.0,0.0,12.35,61.0,NS
0.0,2.0,0.0,1.0,0.0,1.0,0.0,26.0,50.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,0.0,26.0,42.0,S
0.0,2.0,1.0,1.0,5.0,0.0,0.0,10.5,57.0,NS
0.0,2.0,0.0,2.0,4.0,0.0,0.0,15.0458,29.8811345124283,NS
1.0,2.0,0.0,2.0,0.0,0.0,2.0,37.0042,1.0,S
0.0,2.0,0.0,2.0,0.0,1.0,1.0,37.0042,31.0,NS
1.0,2.0,1.0,2.0,0.0,1.0,1.0,37.0042,24.0,S
0.0,2.0,0.0,2.0,0.0,0.0,0.0,15.5792,29.8811345124283,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,30.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,16.0,40.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.5,32.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,30.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,26.0,46.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,1.0,19.5,13.0,S
1.0,2.0,1.0,1.0,0.0,0.0,1.0,19.5,41.0,S
1.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,19.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,39.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,48.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,70.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,27.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,14.0,54.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,26.0,39.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,16.0,NS
0.0,2.0,0.0,3.0,0.0,0.0,0.0,9.6875,62.0,NS
0.0,2.0,0.0,2.0,0.0,1.0,0.0,30.0708,32.5,NS
1.0,2.0,1.0,2.0,0.0,1.0,0.0,30.0708,14.0,S
1.0,2.0,0.0,1.0,6.0,1.0,1.0,26.0,2.0,S
1.0,2.0,0.0,1.0,6.0,1.0,1.0,26.0,3.0,S
0.0,2.0,0.0,1.0,6.0,0.0,2.0,26.0,36.5,NS
0.0,2.0,0.0,1.0,6.0,0.0,0.0,13.0,26.0,NS
0.0,2.0,0.0,1.0,0.0,1.0,1.0,36.75,19.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.5,28.0,NS
1.0,2.0,0.0,2.0,4.0,0.0,0.0,13.8625,20.0,S
1.0,2.0,1.0,1.0,6.0,0.0,0.0,10.5,29.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,39.0,NS
1.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,22.0,S
1.0,2.0,0.0,2.0,0.0,0.0,0.0,13.8625,29.8811345124283,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,23.0,NS
1.0,2.0,0.0,2.0,0.0,0.0,0.0,13.8583,29.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,28.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,29.8811345124283,NS
1.0,2.0,1.0,1.0,0.0,0.0,1.0,26.0,50.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,19.0,NS
0.0,2.0,0.0,2.0,0.0,0.0,0.0,15.05,29.8811345124283,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,41.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,1.0,21.0,21.0,S
1.0,2.0,1.0,1.0,0.0,0.0,0.0,26.0,19.0,S
0.0,2.0,0.0,1.0,0.0,0.0,1.0,21.0,43.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,32.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,34.0,NS
1.0,2.0,0.0,2.0,0.0,0.0,0.0,12.7375,30.0,S
0.0,2.0,0.0,2.0,0.0,0.0,0.0,15.0333,27.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,1.0,26.0,2.0,S
1.0,2.0,1.0,1.0,0.0,1.0,1.0,26.0,8.0,S
1.0,2.0,1.0,1.0,0.0,0.0,2.0,26.0,33.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,36.0,NS
0.0,2.0,0.0,1.0,0.0,1.0,0.0,21.0,34.0,NS
1.0,2.0,1.0,1.0,0.0,3.0,0.0,21.0,30.0,S
1.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,28.0,S
0.0,2.0,0.0,2.0,0.0,0.0,0.0,15.0458,23.0,NS
1.0,2.0,0.0,1.0,0.0,1.0,1.0,18.75,0.8333,S
1.0,2.0,0.0,1.0,0.0,1.0,1.0,18.75,3.0,S
1.0,2.0,1.0,1.0,0.0,2.0,3.0,18.75,24.0,S
1.0,2.0,1.0,1.0,0.0,0.0,0.0,10.5,50.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,19.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,0.0,10.5,21.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,26.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,25.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,26.0,27.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,1.0,26.0,25.0,S
1.0,2.0,1.0,1.0,0.0,0.0,2.0,13.0,18.0,S
1.0,2.0,1.0,1.0,0.0,0.0,0.0,36.75,20.0,S
1.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,30.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.5,59.0,NS
1.0,2.0,1.0,3.0,0.0,0.0,0.0,12.35,30.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,35.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,40.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,25.0,NS
0.0,2.0,0.0,2.0,0.0,0.0,0.0,15.0458,41.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,25.0,NS
0.0,2.0,0.0,1.0,6.0,0.0,0.0,13.0,18.5,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,65.0,14.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,0.0,10.5,50.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,23.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,0.0,12.65,28.0,S
1.0,2.0,1.0,1.0,5.0,0.0,0.0,10.5,27.0,S
0.0,2.0,0.0,1.0,0.0,1.0,0.0,21.0,29.0,NS
0.0,2.0,1.0,1.0,0.0,1.0,0.0,21.0,27.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,40.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,31.0,S
0.0,2.0,0.0,1.0,0.0,1.0,0.0,21.0,30.0,NS
0.0,2.0,0.0,1.0,0.0,1.0,0.0,10.5,23.0,NS
1.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,31.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,29.8811345124283,NS
1.0,2.0,1.0,1.0,0.0,0.0,0.0,15.75,12.0,S
1.0,2.0,1.0,1.0,0.0,0.0,0.0,15.75,40.0,S
1.0,2.0,1.0,1.0,5.0,0.0,0.0,13.0,32.5,S
0.0,2.0,0.0,1.0,0.0,1.0,0.0,26.0,27.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,0.0,26.0,29.0,S
1.0,2.0,0.0,1.0,0.0,1.0,1.0,23.0,2.0,S
1.0,2.0,1.0,1.0,0.0,1.0,1.0,23.0,4.0,S
1.0,2.0,1.0,1.0,0.0,0.0,2.0,23.0,29.0,S
1.0,2.0,1.0,1.0,0.0,1.0,2.0,27.75,0.9167,S
1.0,2.0,1.0,1.0,0.0,1.0,2.0,27.75,5.0,S
0.0,2.0,0.0,1.0,0.0,1.0,2.0,27.75,36.0,NS
1.0,2.0,1.0,1.0,0.0,1.0,2.0,27.75,33.0,S
0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.5,66.0,NS
0.0,2.0,0.0,1.0,0.0,0.0,0.0,12.875,29.8811345124283,NS
1.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,31.0,S
1.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,29.8811345124283,S
1.0,2.0,1.0,1.0,0.0,0.0,0.0,13.5,26.0,S
0.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,24.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.55,42.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,2.0,20.25,13.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,1.0,20.25,16.0,NS
1.0,3.0,1.0,1.0,0.0,1.0,1.0,20.25,35.0,S
1.0,3.0,1.0,1.0,0.0,0.0,0.0,7.65,16.0,S
1.0,3.0,0.0,1.0,6.0,0.0,0.0,7.65,25.0,S
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.925,20.0,S
1.0,3.0,1.0,2.0,0.0,0.0,0.0,7.2292,18.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.25,30.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,26.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,0.0,9.475,40.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,1.0,9.35,0.8333,S
1.0,3.0,1.0,1.0,0.0,0.0,1.0,9.35,18.0,S
1.0,3.0,0.0,2.0,0.0,0.0,0.0,18.7875,26.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8875,26.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.925,20.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.05,24.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.05,25.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,35.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.3,18.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,22.525,32.0,NS
1.0,3.0,1.0,1.0,0.0,1.0,0.0,7.8542,19.0,S
0.0,3.0,0.0,1.0,0.0,4.0,2.0,31.275,4.0,NS
0.0,3.0,1.0,1.0,0.0,4.0,2.0,31.275,6.0,NS
0.0,3.0,1.0,1.0,0.0,4.0,2.0,31.275,2.0,NS
1.0,3.0,1.0,1.0,0.0,4.0,2.0,7.925,17.0,S
0.0,3.0,1.0,1.0,0.0,4.0,2.0,7.775,38.0,NS
0.0,3.0,1.0,1.0,0.0,4.0,2.0,31.275,9.0,NS
0.0,3.0,1.0,1.0,0.0,4.0,2.0,31.275,11.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,5.0,31.275,39.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.7958,27.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,26.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,5.0,31.275,39.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,20.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,26.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,17.8,25.0,NS
0.0,3.0,1.0,1.0,0.0,1.0,0.0,17.8,18.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,24.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.05,35.0,NS
0.0,3.0,0.0,1.0,0.0,4.0,2.0,31.3875,5.0,NS
0.0,3.0,0.0,1.0,0.0,4.0,2.0,31.3875,9.0,NS
1.0,3.0,0.0,1.0,0.0,4.0,2.0,31.3875,3.0,S
0.0,3.0,0.0,1.0,0.0,4.0,2.0,31.3875,13.0,NS
1.0,3.0,1.0,1.0,0.0,4.0,2.0,31.3875,5.0,S
0.0,3.0,0.0,1.0,0.0,1.0,5.0,31.3875,40.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.7958,23.0,S
1.0,3.0,1.0,1.0,0.0,1.0,5.0,31.3875,38.0,S
1.0,3.0,1.0,2.0,0.0,0.0,0.0,7.225,45.0,S
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,21.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.05,23.0,NS
0.0,3.0,1.0,2.0,0.0,0.0,0.0,14.4583,17.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,30.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,23.0,NS
1.0,3.0,1.0,2.0,0.0,0.0,0.0,7.2292,13.0,S
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,20.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,15.85,32.0,NS
1.0,3.0,1.0,1.0,0.0,3.0,0.0,15.85,33.0,S
1.0,3.0,1.0,2.0,0.0,2.0,1.0,19.2583,0.75,S
1.0,3.0,1.0,2.0,0.0,2.0,1.0,19.2583,0.75,S
1.0,3.0,1.0,2.0,0.0,2.0,1.0,19.2583,5.0,S
1.0,3.0,1.0,2.0,0.0,0.0,3.0,19.2583,24.0,S
1.0,3.0,1.0,1.0,0.0,0.0,0.0,8.05,18.0,S
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,40.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,26.0,NS
1.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,20.0,S
0.0,3.0,1.0,2.0,0.0,0.0,1.0,14.4542,18.0,NS
0.0,3.0,1.0,2.0,0.0,0.0,1.0,14.4542,45.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.8792,27.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,22.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,19.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,26.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.35,22.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.2292,29.8811345124283,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0125,20.0,NS
1.0,3.0,0.0,1.0,0.0,0.0,0.0,56.4958,32.0,S
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.775,21.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.75,18.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8958,26.0,NS
0.0,3.0,0.0,2.0,0.0,1.0,1.0,15.2458,6.0,NS
0.0,3.0,1.0,2.0,0.0,1.0,1.0,15.2458,9.0,NS
0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.225,29.8811345124283,NS
0.0,3.0,1.0,2.0,0.0,0.0,2.0,15.2458,29.8811345124283,NS
0.0,3.0,1.0,3.0,0.0,0.0,2.0,7.75,29.8811345124283,NS
0.0,3.0,0.0,3.0,0.0,1.0,1.0,15.5,40.0,NS
0.0,3.0,1.0,3.0,0.0,1.0,1.0,15.5,32.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,16.1,21.0,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.725,22.0,S
0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.8542,20.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,7.0458,29.0,NS
0.0,3.0,0.0,1.0,0.0,1.0,0.0,7.25,22.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.7958,22.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,35.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.2833,18.5,NS
1.0,3.0,0.0,3.0,0.0,0.0,0.0,7.8208,21.0,S
0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.75,19.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.8792,18.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.6625,21.0,NS
0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.6625,30.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,18.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,38.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,17.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.6625,17.0,NS
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,21.0,NS
0.0,3.0,0.0,3.0,0.0,0.0,0.0,7.75,21.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.05,21.0,NS
0.0,3.0,0.0,2.0,0.0,1.0,0.0,14.4583,29.8811345124283,NS
0.0,3.0,1.0,2.0,0.0,1.0,0.0,14.4583,29.8811345124283,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.7958,28.0,NS
0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.8542,24.0,NS
1.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,16.0,S
0.0,3.0,1.0,3.0,0.0,0.0,0.0,7.75,37.0,NS
